time,temperature_2m,apparent_temperature,relative_humidity_2m
2026-06-17 10:00:00,25.8,30.6,93
2026-06-17 11:00:00,25.0,30.5,97
2026-06-17 12:00:00,26.0,31.9,98
2026-06-17 13:00:00,26.7,32.7,95
2026-06-17 14:00:00,26.6,31.5,93
2026-06-17 15:00:00,25.5,30.1,99
2026-06-17 16:00:00,24.9,29.1,99
2026-06-17 17:00:00,24.9,29.0,96
2026-06-17 18:00:00,25.2,29.8,97
2026-06-17 19:00:00,24.6,29.6,97
2026-06-17 20:00:00,24.9,30.8,98
2026-06-17 21:00:00,24.6,30.3,98
2026-06-17 22:00:00,24.6,30.0,99
2026-06-17 23:00:00,24.7,30.4,98
2026-06-18 00:00:00,24.9,30.6,96
2026-06-18 01:00:00,24.1,27.9,98
2026-06-18 02:00:00,25.2,30.6,98
2026-06-18 03:00:00,25.0,29.9,99
2026-06-18 04:00:00,25.0,30.0,99
2026-06-18 05:00:00,25.2,30.0,98
2026-06-18 06:00:00,24.4,28.8,99
2026-06-18 07:00:00,24.5,28.7,99
2026-06-18 08:00:00,24.3,29.3,98
2026-06-18 09:00:00,24.8,30.3,99
2026-06-18 10:00:00,25.4,30.6,97
2026-06-18 11:00:00,25.5,31.7,98
2026-06-18 12:00:00,26.1,32.2,98
2026-06-18 13:00:00,26.0,31.6,97
2026-06-18 14:00:00,25.3,30.6,98
2026-06-18 15:00:00,24.8,30.1,98
2026-06-18 16:00:00,25.0,30.4,99
2026-06-18 17:00:00,25.5,30.7,96
2026-06-18 18:00:00,25.7,31.4,97
2026-06-18 19:00:00,25.1,30.0,98
2026-06-18 20:00:00,24.4,29.3,97
2026-06-18 21:00:00,23.4,28.2,99
2026-06-18 22:00:00,23.7,28.1,98
2026-06-18 23:00:00,23.8,28.9,98
2026-06-19 00:00:00,23.9,28.9,98
2026-06-19 01:00:00,23.9,29.0,99
2026-06-19 02:00:00,24.8,29.8,99
2026-06-19 03:00:00,24.3,29.0,98
2026-06-19 04:00:00,24.1,29.1,99
2026-06-19 05:00:00,24.4,29.6,98
2026-06-19 06:00:00,25.2,29.7,96
2026-06-19 07:00:00,25.7,30.4,97
2026-06-19 08:00:00,27.6,33.4,90
2026-06-19 09:00:00,28.6,33.3,81
2026-06-19 10:00:00,29.7,34.7,78
2026-06-19 11:00:00,29.7,35.6,78
2026-06-19 12:00:00,30.2,35.6,76
2026-06-19 13:00:00,30.9,36.3,72
2026-06-19 14:00:00,31.4,37.2,68
2026-06-19 15:00:00,30.4,35.6,73
2026-06-19 16:00:00,29.9,34.5,75
2026-06-19 17:00:00,30.0,34.7,75
2026-06-19 18:00:00,29.2,33.9,78
2026-06-19 19:00:00,28.0,33.0,84
2026-06-19 20:00:00,27.1,32.3,88
2026-06-19 21:00:00,26.6,31.6,91
2026-06-19 22:00:00,26.6,31.9,91
2026-06-19 23:00:00,26.5,31.8,91
2026-06-20 00:00:00,26.6,31.9,92
2026-06-20 01:00:00,26.6,31.9,93
2026-06-20 02:00:00,26.4,31.7,92
2026-06-20 03:00:00,26.2,31.4,91
2026-06-20 04:00:00,25.9,31.2,91
2026-06-20 05:00:00,25.9,31.0,91
2026-06-20 06:00:00,26.4,31.5,89
2026-06-20 07:00:00,27.6,32.7,84
2026-06-20 08:00:00,28.2,34.2,85
2026-06-20 09:00:00,30.3,35.8,75
2026-06-20 10:00:00,31.2,35.6,68
2026-06-20 11:00:00,31.7,36.7,65
2026-06-20 12:00:00,31.9,37.2,64
2026-06-20 13:00:00,32.2,36.9,59
2026-06-20 14:00:00,32.5,37.5,59
2026-06-20 15:00:00,32.4,37.3,59
2026-06-20 16:00:00,31.7,36.2,63
2026-06-20 17:00:00,30.3,34.7,71
2026-06-20 18:00:00,29.5,34.9,77
2026-06-20 19:00:00,28.0,34.1,87
2026-06-20 20:00:00,27.1,33.8,94
2026-06-20 21:00:00,26.6,32.8,96
2026-06-20 22:00:00,26.4,32.5,97
2026-06-20 23:00:00,26.1,32.3,97
2026-06-21 00:00:00,26.0,32.0,97
2026-06-21 01:00:00,26.0,32.0,96
2026-06-21 02:00:00,26.2,32.2,96
2026-06-21 03:00:00,25.8,31.8,97
2026-06-21 04:00:00,25.6,31.7,96
2026-06-21 05:00:00,25.4,31.3,96
2026-06-21 06:00:00,25.5,31.5,96
2026-06-21 07:00:00,27.3,33.4,90
2026-06-21 08:00:00,29.2,35.1,78
2026-06-21 09:00:00,30.1,35.5,73
2026-06-21 10:00:00,31.2,36.4,65
2026-06-21 11:00:00,32.5,38.2,60
2026-06-21 12:00:00,33.5,39.2,54
2026-06-21 13:00:00,33.7,39.5,54
2026-06-21 14:00:00,33.8,39.5,50
2026-06-21 15:00:00,33.6,38.6,51
2026-06-21 16:00:00,32.6,36.8,58
2026-06-21 17:00:00,32.0,36.1,60
2026-06-21 18:00:00,30.5,35.0,68
2026-06-21 19:00:00,28.6,33.8,79
2026-06-21 20:00:00,27.8,33.6,86
2026-06-21 21:00:00,27.1,32.9,89
2026-06-21 22:00:00,26.5,32.6,93
2026-06-21 23:00:00,26.3,32.6,94
2026-06-22 00:00:00,26.0,32.2,95
2026-06-22 01:00:00,25.9,31.7,95
2026-06-22 02:00:00,26.2,32.4,94
2026-06-22 03:00:00,25.9,31.7,94
2026-06-22 04:00:00,25.7,31.6,95
2026-06-22 05:00:00,25.6,31.6,95
2026-06-22 06:00:00,25.6,31.8,96
2026-06-22 07:00:00,27.6,33.9,88
2026-06-22 08:00:00,29.5,35.0,75
2026-06-22 09:00:00,30.8,35.7,67
2026-06-22 10:00:00,32.2,37.0,60
2026-06-22 11:00:00,33.0,38.2,58
2026-06-22 12:00:00,33.4,39.4,57
2026-06-22 13:00:00,33.6,39.5,55
2026-06-22 14:00:00,33.9,40.2,53
2026-06-22 15:00:00,33.9,39.4,53
2026-06-22 16:00:00,33.5,38.3,56
2026-06-22 17:00:00,32.2,36.9,63
2026-06-22 18:00:00,30.4,35.3,72
2026-06-22 19:00:00,28.6,33.8,80
2026-06-22 20:00:00,28.5,34.0,84
2026-06-22 21:00:00,27.8,33.7,88
2026-06-22 22:00:00,27.7,33.8,89
2026-06-22 23:00:00,27.3,33.6,92
2026-06-23 00:00:00,26.9,32.8,92
2026-06-23 01:00:00,26.9,32.7,92
2026-06-23 02:00:00,27.0,33.3,92
2026-06-23 03:00:00,26.6,32.9,94
2026-06-23 04:00:00,26.4,32.7,95
2026-06-23 05:00:00,26.0,32.5,96
2026-06-23 06:00:00,26.1,32.7,97
2026-06-23 07:00:00,28.0,34.9,89
2026-06-23 08:00:00,30.0,36.3,77
2026-06-23 09:00:00,31.3,37.2,71
2026-06-23 10:00:00,32.5,38.4,63
2026-06-23 11:00:00,33.0,38.8,61
2026-06-23 12:00:00,33.4,39.3,59
2026-06-23 13:00:00,32.8,38.1,61
2026-06-23 14:00:00,32.2,37.3,59
2026-06-23 15:00:00,30.9,37.7,72
2026-06-23 16:00:00,31.2,36.9,70
2026-06-23 17:00:00,31.0,36.4,72
2026-06-23 18:00:00,30.3,35.9,74
2026-06-23 19:00:00,28.9,34.9,83
2026-06-23 20:00:00,28.4,34.6,86
2026-06-23 21:00:00,27.9,34.3,90
2026-06-23 22:00:00,27.4,34.1,92
2026-06-23 23:00:00,27.2,33.9,94
2026-06-24 00:00:00,27.0,33.7,95
2026-06-24 01:00:00,26.7,33.3,96
2026-06-24 02:00:00,27.1,34.5,96
2026-06-24 03:00:00,26.5,33.7,97
2026-06-24 04:00:00,26.3,33.3,98
2026-06-24 05:00:00,26.1,33.1,99
2026-06-24 06:00:00,26.4,33.6,99
2026-06-24 07:00:00,28.4,35.7,90
2026-06-24 08:00:00,30.2,37.1,79
2026-06-24 09:00:00,31.3,37.7,72
2026-06-24 10:00:00,32.9,39.8,65
2026-06-24 11:00:00,33.6,41.0,62
2026-06-24 12:00:00,32.1,39.4,68
2026-06-24 13:00:00,33.1,39.1,60
2026-06-24 14:00:00,33.2,40.5,62
2026-06-24 15:00:00,33.7,40.1,57
2026-06-24 16:00:00,33.5,38.6,56
2026-06-24 17:00:00,32.7,37.8,61
2026-06-24 18:00:00,31.7,37.4,66
2026-06-24 19:00:00,29.8,36.6,80
2026-06-24 20:00:00,29.4,37.2,86
2026-06-24 21:00:00,28.4,35.4,90
2026-06-24 22:00:00,28.1,35.1,92
2026-06-24 23:00:00,27.8,34.9,95
2026-06-25 00:00:00,27.4,34.7,96
2026-06-25 01:00:00,27.2,34.3,96
2026-06-25 02:00:00,27.2,34.6,96
2026-06-25 03:00:00,27.0,33.9,98
2026-06-25 04:00:00,26.5,33.2,98
2026-06-25 05:00:00,26.0,32.9,99
2026-06-25 06:00:00,26.1,33.1,99
2026-06-25 07:00:00,26.6,33.9,96
2026-06-25 08:00:00,28.2,35.8,94
2026-06-25 09:00:00,27.8,35.4,99
2026-06-25 10:00:00,28.7,37.0,94
2026-06-25 11:00:00,31.3,39.1,79
2026-06-25 12:00:00,30.8,38.8,78
2026-06-25 13:00:00,32.4,40.0,70
2026-06-25 14:00:00,31.1,38.3,71
2026-06-25 15:00:00,31.7,38.3,70
2026-06-25 16:00:00,32.1,37.8,67
2026-06-25 17:00:00,31.7,37.5,67
2026-06-25 18:00:00,31.1,37.2,71
2026-06-25 19:00:00,29.9,37.1,81
2026-06-25 20:00:00,27.6,35.3,94
2026-06-25 21:00:00,26.6,33.3,99
2026-06-25 22:00:00,24.9,30.4,99
2026-06-25 23:00:00,24.7,30.4,99
2026-06-26 00:00:00,24.9,31.2,99
2026-06-26 01:00:00,24.9,31.2,100
2026-06-26 02:00:00,24.5,30.5,99
2026-06-26 03:00:00,24.7,30.6,99
2026-06-26 04:00:00,24.6,30.7,99
2026-06-26 05:00:00,24.8,30.9,99
2026-06-26 06:00:00,25.1,31.4,98
2026-06-26 07:00:00,26.1,33.0,97
2026-06-26 08:00:00,26.0,32.7,98
2026-06-26 09:00:00,27.9,34.6,90
2026-06-26 10:00:00,30.5,37.5,75
2026-06-26 11:00:00,32.0,39.5,68
2026-06-26 12:00:00,30.1,37.2,80
2026-06-26 13:00:00,32.7,41.2,68
2026-06-26 14:00:00,27.9,34.8,93
2026-06-26 15:00:00,27.9,35.6,96
2026-06-26 16:00:00,27.7,35.4,98
2026-06-26 17:00:00,28.0,36.0,97
2026-06-26 18:00:00,27.5,35.2,96
2026-06-26 19:00:00,26.9,34.8,99
2026-06-26 20:00:00,26.1,32.9,99
2026-06-26 21:00:00,26.2,33.4,99
2026-06-26 22:00:00,26.2,33.3,99
2026-06-26 23:00:00,26.0,32.9,98
2026-06-27 00:00:00,25.9,32.7,98
2026-06-27 01:00:00,25.9,32.6,98
2026-06-27 02:00:00,25.9,32.9,100
2026-06-27 03:00:00,25.6,32.4,99
2026-06-27 04:00:00,25.3,31.9,98
2026-06-27 05:00:00,25.3,31.8,98
2026-06-27 06:00:00,24.9,30.7,99
2026-06-27 07:00:00,25.6,32.3,99
2026-06-27 08:00:00,25.9,32.1,99
2026-06-27 09:00:00,26.4,32.4,95
2026-06-27 10:00:00,29.0,34.4,80
2026-06-27 11:00:00,28.8,34.6,80
2026-06-27 12:00:00,30.5,36.7,73
2026-06-27 13:00:00,32.4,39.7,65
2026-06-27 14:00:00,28.5,37.2,92
2026-06-27 15:00:00,27.8,35.5,96
2026-06-27 16:00:00,28.2,35.9,94
2026-06-27 17:00:00,28.8,36.3,88
2026-06-27 18:00:00,28.7,35.3,86
2026-06-27 19:00:00,27.7,34.0,89
2026-06-27 20:00:00,28.0,34.4,91
2026-06-27 21:00:00,26.8,33.6,96
2026-06-27 22:00:00,25.6,32.1,99
2026-06-27 23:00:00,25.5,31.7,97
2026-06-28 00:00:00,25.5,31.4,98
2026-06-28 01:00:00,25.5,31.8,99
2026-06-28 02:00:00,25.6,31.6,99
2026-06-28 03:00:00,24.8,30.3,99
2026-06-28 04:00:00,24.5,29.8,99
2026-06-28 05:00:00,24.7,30.2,98
2026-06-28 06:00:00,24.9,29.9,99
2026-06-28 07:00:00,25.2,30.3,99
2026-06-28 08:00:00,26.0,32.2,98
2026-06-28 09:00:00,26.4,33.3,95
2026-06-28 10:00:00,27.0,32.6,89
2026-06-28 11:00:00,25.6,31.3,98
2026-06-28 12:00:00,27.5,33.5,89
2026-06-28 13:00:00,29.5,35.2,77
2026-06-28 14:00:00,30.7,36.0,70
2026-06-28 15:00:00,29.6,33.8,72
2026-06-28 16:00:00,29.5,33.9,73
2026-06-28 17:00:00,29.2,33.9,75
2026-06-28 18:00:00,28.7,33.8,78
2026-06-28 19:00:00,27.6,32.9,84
2026-06-28 20:00:00,26.6,32.2,91
2026-06-28 21:00:00,26.0,32.1,95
2026-06-28 22:00:00,25.7,31.8,98
2026-06-28 23:00:00,25.9,32.0,97
2026-06-29 00:00:00,25.8,32.0,97
2026-06-29 01:00:00,25.9,32.1,97
2026-06-29 02:00:00,24.8,29.2,98
2026-06-29 03:00:00,24.9,30.3,99
2026-06-29 04:00:00,24.3,29.8,99
2026-06-29 05:00:00,24.1,29.3,99
2026-06-29 06:00:00,24.2,29.3,99
2026-06-29 07:00:00,24.5,29.6,99
2026-06-29 08:00:00,25.7,31.9,98
2026-06-29 09:00:00,26.1,31.8,96
2026-06-29 10:00:00,27.5,33.8,86
2026-06-29 11:00:00,30.1,36.5,74
2026-06-29 12:00:00,31.8,38.9,66
2026-06-29 13:00:00,32.1,38.7,65
2026-06-29 14:00:00,33.0,39.5,61
2026-06-29 15:00:00,30.3,34.8,68
2026-06-29 16:00:00,29.0,33.7,77
2026-06-29 17:00:00,27.7,34.6,91
2026-06-29 18:00:00,26.0,31.8,95
2026-06-29 19:00:00,25.3,31.1,98
2026-06-29 20:00:00,27.1,32.4,88
2026-06-29 21:00:00,26.4,32.0,91
2026-06-29 22:00:00,26.3,32.2,93
2026-06-29 23:00:00,26.1,32.1,94
2026-06-30 00:00:00,26.1,31.9,94
2026-06-30 01:00:00,25.2,30.2,97
2026-06-30 02:00:00,25.8,31.9,96
2026-06-30 03:00:00,25.6,31.6,96
2026-06-30 04:00:00,25.7,31.9,96
2026-06-30 05:00:00,25.8,32.1,95
2026-06-30 06:00:00,25.8,32.1,95
2026-06-30 07:00:00,26.4,32.7,95
2026-06-30 08:00:00,26.0,32.4,97
2026-06-30 09:00:00,26.0,32.1,98
2026-06-30 10:00:00,27.3,33.3,89
2026-06-30 11:00:00,30.0,36.6,74
2026-06-30 12:00:00,31.3,37.3,66
2026-06-30 13:00:00,31.3,35.7,64
2026-06-30 14:00:00,31.6,35.5,59
2026-06-30 15:00:00,30.7,35.1,66
2026-06-30 16:00:00,30.1,33.7,68
2026-06-30 17:00:00,28.2,32.7,81
2026-06-30 18:00:00,28.4,32.9,78
2026-06-30 19:00:00,27.8,32.9,81
2026-06-30 20:00:00,26.0,32.2,97
2026-06-30 21:00:00,25.8,32.0,97
2026-06-30 22:00:00,25.7,32.0,97
2026-06-30 23:00:00,25.7,32.0,96
