time,temperature_2m,apparent_temperature,relative_humidity_2m
2026-01-11 13:00:00,10.4,7.1,41
2026-01-11 14:00:00,11.3,8.2,43
2026-01-11 15:00:00,11.9,8.7,41
2026-01-11 16:00:00,11.9,8.3,39
2026-01-11 17:00:00,10.6,7.2,47
2026-01-11 18:00:00,8.9,5.1,51
2026-01-11 19:00:00,8.0,3.9,51
2026-01-11 20:00:00,7.6,3.1,50
2026-01-11 21:00:00,7.0,2.3,49
2026-01-11 22:00:00,6.5,1.8,48
2026-01-11 23:00:00,6.0,1.4,49
2026-01-12 00:00:00,5.7,1.2,50
2026-01-12 01:00:00,5.3,1.1,52
2026-01-12 02:00:00,5.2,1.3,56
2026-01-12 03:00:00,5.1,1.4,58
2026-01-12 04:00:00,5.6,1.9,59
2026-01-12 05:00:00,5.7,2.2,61
2026-01-12 06:00:00,6.0,2.7,62
2026-01-12 07:00:00,6.2,3.4,66
2026-01-12 08:00:00,5.8,3.2,72
2026-01-12 09:00:00,7.5,4.8,63
2026-01-12 10:00:00,9.5,6.9,59
2026-01-12 11:00:00,11.6,9.2,54
2026-01-12 12:00:00,13.6,10.7,47
2026-01-12 13:00:00,14.9,11.4,39
2026-01-12 14:00:00,15.6,11.9,38
2026-01-12 15:00:00,15.9,12.4,38
2026-01-12 16:00:00,15.7,12.6,42
2026-01-12 17:00:00,14.2,11.5,52
2026-01-12 18:00:00,12.2,9.4,59
2026-01-12 19:00:00,11.1,8.2,64
2026-01-12 20:00:00,10.2,7.2,66
2026-01-12 21:00:00,9.7,6.7,67
2026-01-12 22:00:00,9.0,6.2,71
2026-01-12 23:00:00,8.5,5.8,73
2026-01-13 00:00:00,8.0,5.3,76
2026-01-13 01:00:00,7.6,4.9,77
2026-01-13 02:00:00,7.3,4.6,79
2026-01-13 03:00:00,7.3,4.7,78
2026-01-13 04:00:00,7.1,4.4,80
2026-01-13 05:00:00,6.7,4.3,81
2026-01-13 06:00:00,6.7,4.1,80
2026-01-13 07:00:00,6.2,3.5,81
2026-01-13 08:00:00,5.9,3.5,83
2026-01-13 09:00:00,7.2,4.9,78
2026-01-13 10:00:00,9.7,7.8,69
2026-01-13 11:00:00,12.1,10.2,62
2026-01-13 12:00:00,14.5,12.3,56
2026-01-13 13:00:00,16.4,14.2,51
2026-01-13 14:00:00,17.9,15.4,47
2026-01-13 15:00:00,18.8,16.2,43
2026-01-13 16:00:00,18.8,16.0,41
2026-01-13 17:00:00,17.4,15.0,46
2026-01-13 18:00:00,15.3,13.3,52
2026-01-13 19:00:00,14.4,12.3,55
2026-01-13 20:00:00,13.4,11.1,59
2026-01-13 21:00:00,13.0,10.2,57
2026-01-13 22:00:00,11.8,8.7,60
2026-01-13 23:00:00,10.9,7.9,61
2026-01-14 00:00:00,10.5,7.6,61
2026-01-14 01:00:00,9.9,7.1,63
2026-01-14 02:00:00,9.1,6.5,67
2026-01-14 03:00:00,8.6,6.0,69
2026-01-14 04:00:00,7.9,5.4,73
2026-01-14 05:00:00,7.5,5.0,75
2026-01-14 06:00:00,7.1,4.5,78
2026-01-14 07:00:00,6.6,3.9,79
2026-01-14 08:00:00,6.8,4.1,79
2026-01-14 09:00:00,8.3,5.7,71
2026-01-14 10:00:00,10.4,8.3,61
2026-01-14 11:00:00,13.1,11.1,51
2026-01-14 12:00:00,15.8,13.9,42
2026-01-14 13:00:00,17.7,15.7,33
2026-01-14 14:00:00,18.6,16.1,28
2026-01-14 15:00:00,19.5,17.3,29
2026-01-14 16:00:00,19.5,17.7,32
2026-01-14 17:00:00,18.8,17.3,39
2026-01-14 18:00:00,16.7,14.5,44
2026-01-14 19:00:00,15.2,12.5,53
2026-01-14 20:00:00,14.3,12.1,55
2026-01-14 21:00:00,14.2,12.0,56
2026-01-14 22:00:00,12.8,10.6,62
2026-01-14 23:00:00,11.7,9.8,68
2026-01-15 00:00:00,10.6,8.3,74
2026-01-15 01:00:00,9.8,7.6,80
2026-01-15 02:00:00,9.1,7.0,85
2026-01-15 03:00:00,8.8,6.8,86
2026-01-15 04:00:00,8.3,6.7,88
2026-01-15 05:00:00,7.5,6.2,90
2026-01-15 06:00:00,6.9,5.7,91
2026-01-15 07:00:00,6.3,4.7,94
2026-01-15 08:00:00,6.0,4.0,100
2026-01-15 09:00:00,6.3,4.5,98
2026-01-15 10:00:00,8.1,6.6,92
2026-01-15 11:00:00,10.5,9.3,79
2026-01-15 12:00:00,14.1,12.7,60
2026-01-15 13:00:00,16.5,15.2,46
2026-01-15 14:00:00,17.8,15.8,37
2026-01-15 15:00:00,18.6,16.2,32
2026-01-15 16:00:00,18.5,16.0,31
2026-01-15 17:00:00,17.5,15.0,33
2026-01-15 18:00:00,14.9,12.7,41
2026-01-15 19:00:00,14.1,11.9,47
2026-01-15 20:00:00,13.8,11.4,54
2026-01-15 21:00:00,13.4,11.3,60
2026-01-15 22:00:00,13.1,10.7,60
2026-01-15 23:00:00,12.9,10.2,57
2026-01-16 00:00:00,12.3,9.7,60
2026-01-16 01:00:00,11.7,9.2,65
2026-01-16 02:00:00,11.2,8.8,68
2026-01-16 03:00:00,11.2,8.9,70
2026-01-16 04:00:00,10.8,8.5,73
2026-01-16 05:00:00,10.2,8.1,77
2026-01-16 06:00:00,10.1,8.1,77
2026-01-16 07:00:00,9.8,7.9,79
2026-01-16 08:00:00,10.5,8.6,78
2026-01-16 09:00:00,11.5,10.0,72
2026-01-16 10:00:00,13.1,11.9,65
2026-01-16 11:00:00,15.7,14.5,55
2026-01-16 12:00:00,18.0,16.9,47
2026-01-16 13:00:00,19.6,18.3,41
2026-01-16 14:00:00,20.1,18.6,37
2026-01-16 15:00:00,21.0,19.7,35
2026-01-16 16:00:00,21.0,19.5,36
2026-01-16 17:00:00,20.3,18.8,39
2026-01-16 18:00:00,18.8,17.3,45
2026-01-16 19:00:00,17.4,16.1,51
2026-01-16 20:00:00,17.5,15.5,49
2026-01-16 21:00:00,16.1,12.5,52
2026-01-16 22:00:00,14.6,10.8,52
2026-01-16 23:00:00,13.1,9.1,53
2026-01-17 00:00:00,11.6,7.4,51
2026-01-17 01:00:00,10.4,6.2,50
2026-01-17 02:00:00,9.6,5.4,52
2026-01-17 03:00:00,8.9,4.6,54
2026-01-17 04:00:00,8.3,4.2,56
2026-01-17 05:00:00,7.8,3.6,59
2026-01-17 06:00:00,7.5,4.0,61
2026-01-17 07:00:00,7.2,3.6,62
2026-01-17 08:00:00,7.1,3.4,65
2026-01-17 09:00:00,7.1,3.6,65
2026-01-17 10:00:00,8.4,5.4,60
2026-01-17 11:00:00,9.9,7.0,56
2026-01-17 12:00:00,10.6,7.8,55
2026-01-17 13:00:00,11.8,9.1,53
2026-01-17 14:00:00,11.6,9.1,55
2026-01-17 15:00:00,12.5,10.0,53
2026-01-17 16:00:00,12.6,10.1,53
2026-01-17 17:00:00,12.1,9.7,55
2026-01-17 18:00:00,11.4,9.0,59
2026-01-17 19:00:00,10.4,7.8,63
2026-01-17 20:00:00,10.1,7.5,67
2026-01-17 21:00:00,9.5,7.3,70
2026-01-17 22:00:00,9.0,6.9,74
2026-01-17 23:00:00,8.7,6.6,77
2026-01-18 00:00:00,8.4,6.3,80
2026-01-18 01:00:00,8.2,6.3,83
2026-01-18 02:00:00,7.2,5.1,88
2026-01-18 03:00:00,6.8,4.6,90
2026-01-18 04:00:00,6.8,4.5,92
2026-01-18 05:00:00,6.7,4.4,94
2026-01-18 06:00:00,6.5,4.3,95
2026-01-18 07:00:00,6.7,4.5,93
2026-01-18 08:00:00,6.4,4.3,90
2026-01-18 09:00:00,7.2,5.1,85
2026-01-18 10:00:00,8.2,6.3,80
2026-01-18 11:00:00,9.9,8.0,73
2026-01-18 12:00:00,11.8,9.8,66
2026-01-18 13:00:00,12.8,10.6,64
2026-01-18 14:00:00,12.0,9.8,68
2026-01-18 15:00:00,11.9,9.4,68
2026-01-18 16:00:00,10.9,7.6,66
2026-01-18 17:00:00,8.6,4.7,69
2026-01-18 18:00:00,6.9,2.8,74
2026-01-18 19:00:00,5.9,1.7,79
2026-01-18 20:00:00,4.7,0.4,85
2026-01-18 21:00:00,4.2,-0.1,87
2026-01-18 22:00:00,3.8,-0.6,88
2026-01-18 23:00:00,3.3,-0.8,91
2026-01-19 00:00:00,3.0,-1.2,92
2026-01-19 01:00:00,2.5,-2.0,91
2026-01-19 02:00:00,2.1,-2.5,88
2026-01-19 03:00:00,1.6,-2.8,89
2026-01-19 04:00:00,1.4,-3.5,89
2026-01-19 05:00:00,1.5,-3.7,87
2026-01-19 06:00:00,1.5,-3.6,87
2026-01-19 07:00:00,1.4,-3.9,90
2026-01-19 08:00:00,1.2,-3.6,91
2026-01-19 09:00:00,1.3,-3.9,93
2026-01-19 10:00:00,1.8,-3.3,90
2026-01-19 11:00:00,2.0,-3.3,92
2026-01-19 12:00:00,2.3,-2.7,88
2026-01-19 13:00:00,2.2,-2.8,87
2026-01-19 14:00:00,1.7,-3.6,87
2026-01-19 15:00:00,1.5,-3.8,85
2026-01-19 16:00:00,1.4,-3.9,85
2026-01-19 17:00:00,1.0,-4.3,85
2026-01-19 18:00:00,0.6,-4.7,86
2026-01-19 19:00:00,0.3,-5.0,85
2026-01-19 20:00:00,0.2,-5.0,89
2026-01-19 21:00:00,-0.2,-5.5,88
2026-01-19 22:00:00,-0.7,-6.4,87
2026-01-19 23:00:00,-1.1,-6.7,87
2026-01-20 00:00:00,-1.5,-7.1,88
2026-01-20 01:00:00,-1.5,-7.0,88
2026-01-20 02:00:00,-1.7,-7.1,87
2026-01-20 03:00:00,-2.0,-7.4,87
2026-01-20 04:00:00,-2.5,-8.2,89
2026-01-20 05:00:00,-3.0,-8.7,86
2026-01-20 06:00:00,-3.3,-8.9,85
2026-01-20 07:00:00,-3.5,-9.0,84
2026-01-20 08:00:00,-3.3,-9.1,83
2026-01-20 09:00:00,-3.2,-9.2,81
2026-01-20 10:00:00,-3.0,-8.9,81
2026-01-20 11:00:00,-2.8,-8.2,83
2026-01-20 12:00:00,-2.7,-7.9,82
2026-01-20 13:00:00,-2.2,-7.6,79
2026-01-20 14:00:00,-1.6,-7.0,76
2026-01-20 15:00:00,-2.3,-7.5,77
2026-01-20 16:00:00,-2.7,-8.1,79
2026-01-20 17:00:00,-3.0,-8.3,79
2026-01-20 18:00:00,-3.2,-8.1,79
2026-01-20 19:00:00,-3.4,-8.1,80
2026-01-20 20:00:00,-3.2,-8.2,81
2026-01-20 21:00:00,-3.4,-8.2,80
2026-01-20 22:00:00,-3.4,-8.4,80
2026-01-20 23:00:00,-3.5,-8.2,81
2026-01-21 00:00:00,-3.5,-8.2,81
2026-01-21 01:00:00,-3.5,-8.2,79
2026-01-21 02:00:00,-3.6,-8.2,79
2026-01-21 03:00:00,-3.8,-8.3,77
2026-01-21 04:00:00,-3.9,-8.5,77
2026-01-21 05:00:00,-4.1,-8.7,76
2026-01-21 06:00:00,-4.2,-8.8,77
2026-01-21 07:00:00,-4.6,-9.4,77
2026-01-21 08:00:00,-4.4,-9.2,79
2026-01-21 09:00:00,-3.8,-8.5,72
2026-01-21 10:00:00,-2.3,-7.0,62
2026-01-21 11:00:00,-1.0,-5.6,54
2026-01-21 12:00:00,0.2,-3.8,53
2026-01-21 13:00:00,0.9,-3.4,52
2026-01-21 14:00:00,-0.2,-4.3,56
2026-01-21 15:00:00,0.1,-3.8,55
2026-01-21 16:00:00,0.2,-3.7,53
2026-01-21 17:00:00,0.3,-3.3,55
2026-01-21 18:00:00,0.1,-3.5,60
2026-01-21 19:00:00,-0.1,-4.1,58
2026-01-21 20:00:00,-0.8,-4.8,66
2026-01-21 21:00:00,-1.2,-5.5,66
2026-01-21 22:00:00,-1.5,-5.7,64
2026-01-21 23:00:00,-1.6,-5.5,65
2026-01-22 00:00:00,-1.9,-5.6,70
2026-01-22 01:00:00,-2.0,-5.7,70
2026-01-22 02:00:00,-2.1,-5.9,68
2026-01-22 03:00:00,-2.2,-6.1,68
2026-01-22 04:00:00,-2.5,-6.3,71
2026-01-22 05:00:00,-3.0,-6.5,74
2026-01-22 06:00:00,-3.2,-6.6,74
2026-01-22 07:00:00,-3.5,-6.8,74
2026-01-22 08:00:00,-3.2,-6.3,79
2026-01-22 09:00:00,-2.1,-5.4,72
2026-01-22 10:00:00,-0.6,-3.9,63
2026-01-22 11:00:00,0.7,-2.6,61
2026-01-22 12:00:00,1.7,-1.5,62
2026-01-22 13:00:00,2.5,-0.5,62
2026-01-22 14:00:00,2.8,-0.4,60
2026-01-22 15:00:00,3.2,0.0,58
2026-01-22 16:00:00,3.4,0.3,57
2026-01-22 17:00:00,3.2,0.3,60
2026-01-22 18:00:00,2.0,-0.8,66
2026-01-22 19:00:00,1.1,-1.8,69
2026-01-22 20:00:00,0.9,-2.2,77
2026-01-22 21:00:00,0.5,-2.6,77
2026-01-22 22:00:00,0.2,-2.8,78
2026-01-22 23:00:00,-0.2,-3.1,81
2026-01-23 00:00:00,-0.3,-3.2,81
2026-01-23 01:00:00,-0.4,-3.2,81
2026-01-23 02:00:00,-0.6,-3.6,84
2026-01-23 03:00:00,-0.9,-3.8,85
2026-01-23 04:00:00,-1.1,-4.1,87
2026-01-23 05:00:00,-0.9,-4.1,87
2026-01-23 06:00:00,-1.1,-4.1,88
2026-01-23 07:00:00,-0.9,-3.7,87
2026-01-23 08:00:00,-0.4,-3.3,92
2026-01-23 09:00:00,0.2,-2.8,89
2026-01-23 10:00:00,1.4,-1.6,83
2026-01-23 11:00:00,3.2,0.2,75
2026-01-23 12:00:00,4.2,1.6,72
2026-01-23 13:00:00,5.1,2.8,69
2026-01-23 14:00:00,5.3,3.0,68
2026-01-23 15:00:00,5.9,3.6,66
2026-01-23 16:00:00,6.1,3.6,65
2026-01-23 17:00:00,5.7,3.4,68
2026-01-23 18:00:00,4.0,1.8,76
2026-01-23 19:00:00,3.1,0.9,79
2026-01-23 20:00:00,2.4,-0.1,84
2026-01-23 21:00:00,1.6,-1.1,87
2026-01-23 22:00:00,1.4,-1.1,87
2026-01-23 23:00:00,1.1,-1.5,86
2026-01-24 00:00:00,0.8,-2.2,87
2026-01-24 01:00:00,0.7,-2.3,87
2026-01-24 02:00:00,0.6,-2.3,87
2026-01-24 03:00:00,0.6,-2.5,87
2026-01-24 04:00:00,0.3,-2.4,88
2026-01-24 05:00:00,-0.2,-2.9,92
2026-01-24 06:00:00,-0.4,-3.0,95
2026-01-24 07:00:00,-0.9,-3.4,99
2026-01-24 08:00:00,-0.2,-2.5,100
2026-01-24 09:00:00,0.9,-1.7,99
2026-01-24 10:00:00,3.0,0.6,92
2026-01-24 11:00:00,5.6,3.3,81
2026-01-24 12:00:00,7.6,5.3,72
2026-01-24 13:00:00,8.9,6.9,65
2026-01-24 14:00:00,9.5,7.3,62
2026-01-24 15:00:00,10.1,7.6,60
2026-01-24 16:00:00,10.4,7.7,57
2026-01-24 17:00:00,9.6,7.9,70
2026-01-24 18:00:00,7.8,5.8,70
2026-01-24 19:00:00,7.2,4.5,73
2026-01-24 20:00:00,6.8,3.4,74
2026-01-24 21:00:00,6.8,3.2,75
2026-01-24 22:00:00,6.4,2.8,77
2026-01-24 23:00:00,6.1,2.6,78
2026-01-25 00:00:00,5.8,2.5,80
2026-01-25 01:00:00,6.1,2.8,80
2026-01-25 02:00:00,6.4,3.0,80
2026-01-25 03:00:00,6.9,3.5,79
2026-01-25 04:00:00,7.1,3.8,79
2026-01-25 05:00:00,7.2,3.9,78
2026-01-25 06:00:00,7.3,4.2,78
2026-01-25 07:00:00,7.4,4.4,78
2026-01-25 08:00:00,7.0,4.4,85
2026-01-25 09:00:00,7.5,5.1,88
2026-01-25 10:00:00,7.8,5.4,87
2026-01-25 11:00:00,8.3,6.0,85
2026-01-25 12:00:00,8.8,6.6,86
2026-01-25 13:00:00,8.9,6.6,88
2026-01-25 14:00:00,7.4,4.9,91
2026-01-25 15:00:00,6.9,4.3,92
2026-01-25 16:00:00,6.7,4.1,91
2026-01-25 17:00:00,6.2,3.3,91
